Constituency,Constituency_ID,Candidate_Name,Party,Age,Gender
Tiruchengodu,96,N. Kannan,Independent,54,Male
Tiruchengodu,96,G. Mani,Independent,36,Male
Tiruchengodu,96,T. Suresh,Independent,50,Male
Tiruchengodu,96,P. Moorthy,Independent,68,Male
Tiruchengodu,96,V. Raja,Independent,68,Male
Tiruchengodu,96,E. Raja,Independent,47,Male
Tiruchengodu,96,R. Natarajan,Independent,71,Male
Tiruchengodu,96,B. Muthu,Independent,46,Male
Tiruchengodu,96,M. Ganesan,Independent,74,Male
Tiruchengodu,96,B. Chandran,Independent,42,Male
Kumarapalayam,97,R. Vijay,DMK,65,Male
Kumarapalayam,97,J. Raja,AIADMK,44,Male
Kumarapalayam,97,D. Vijay,NTK,61,Male
Kumarapalayam,97,G. Dhanush,BJP,53,Male
Kumarapalayam,97,S. Dhanush,Independent,57,Male
Kumarapalayam,97,P. Kannan,Independent,45,Male
Kumarapalayam,97,T. Kamal,Independent,49,Male
Kumarapalayam,97,E. Prakash,Independent,40,Male
Kumarapalayam,97,S. Velu,Independent,37,Male
Kumarapalayam,97,S. Ajith,Independent,26,Male
Kumarapalayam,97,L. Mani,Independent,39,Male
Kumarapalayam,97,V. Raja,Independent,40,Male
Kumarapalayam,97,R. Revathi,Independent,51,Female
Kumarapalayam,97,J. Sekar,Independent,68,Male
Kumarapalayam,97,C. Vikram,Independent,60,Male
Kumarapalayam,97,B. Vijay,Independent,35,Male
Kumarapalayam,97,V. Balaji,Independent,60,Male
Kumarapalayam,97,B. Vijay,Independent,69,Male
Kumarapalayam,97,V. Murugan,Independent,37,Male
Erode (East),98,L. Ramesh,DMK,43,Male
Erode (East),98,D. Karthik,AIADMK,55,Male
Erode (East),98,A. Sekar,NTK,71,Male
Erode (East),98,A. Chandran,BJP,26,Male
Erode (East),98,M. Surya,PMK,71,Male
Erode (East),98,D. Dhanush,Independent,25,Male
Erode (East),98,G. Murugan,Independent,30,Male
Erode (East),98,A. Prakash,Independent,49,Male
Erode (East),98,V. Indira,Independent,39,Female
Erode (East),98,G. Selvam,Independent,25,Male
Erode (East),98,V. Senthil,Independent,34,Male
Erode (East),98,T. Rajendran,Independent,52,Male
Erode (East),98,P. Rajendran,Independent,49,Male
Erode (East),98,L. Kalpana,Independent,67,Female
Erode (East),98,T. Senthil,Independent,39,Male
Erode (East),98,N. Ashok,Independent,25,Male
Erode (East),98,J. Balaji,Independent,62,Male
Erode (East),98,G. Rajendran,Independent,56,Male
Erode (East),98,G. Rajini,Independent,42,Male
Erode (East),98,R. Ramesh,Independent,68,Male
Erode (West),99,B. Rajini,DMK,62,Male
Erode (West),99,R. Arun,AIADMK,47,Male
Erode (West),99,J. Rajini,NTK,60,Male
Erode (West),99,C. Kalpana,BJP,48,Female
Erode (West),99,S. Rajini,PMK,31,Male
Erode (West),99,C. Arun,VCK,70,Male
Erode (West),99,C. Ganesan,Independent,61,Male
Erode (West),99,M. Moorthy,Independent,25,Male
Erode (West),99,E. Murugan,Independent,75,Male
Erode (West),99,R. Velu,Independent,39,Male
Erode (West),99,D. Arun,Independent,66,Male
Erode (West),99,R. Karthik,Independent,70,Male
Erode (West),99,S. Selvam,Independent,38,Male
Erode (West),99,L. Palani,Independent,56,Male
Erode (West),99,B. Karthik,Independent,25,Male
Modakkurichi,100,G. Rajendran,DMK,54,Male
Modakkurichi,100,S. Karuppu,AIADMK,31,Male
Modakkurichi,100,A. Karuppu,NTK,67,Male
Modakkurichi,100,T. Rajini,PMK,38,Male
Modakkurichi,100,N. Rajendran,Independent,75,Male
Modakkurichi,100,C. Ajith,Independent,47,Male
Modakkurichi,100,C. Vijay,Independent,54,Male
Modakkurichi,100,J. Senthil,Independent,46,Male
Modakkurichi,100,C. Selvam,Independent,29,Male
Modakkurichi,100,M. Raja,Independent,52,Male
Modakkurichi,100,G. Ganesan,Independent,25,Male
Modakkurichi,100,M. Arun,Independent,57,Male
Modakkurichi,100,T. Arun,Independent,39,Male
Modakkurichi,100,D. Palani,Independent,66,Male
Modakkurichi,100,J. Indira,Independent,71,Female
Modakkurichi,100,C. Raja,Independent,59,Male
Modakkurichi,100,C. Senthil,Independent,64,Male
Modakkurichi,100,E. Ganesan,Independent,54,Male
Modakkurichi,100,A. Vijay,Independent,32,Male
Modakkurichi,100,G. Moorthy,Independent,65,Male
Modakkurichi,100,L. Prakash,Independent,51,Male
Dharapuram,101,R. Kamal,DMK,75,Male
Dharapuram,101,P. Sudha,AIADMK,74,Female
Dharapuram,101,P. Karuppu,NTK,68,Male
Dharapuram,101,D. Ganesan,BJP,64,Male
Dharapuram,101,L. Rajendran,INC,45,Male
Dharapuram,101,D. Raja,PMK,55,Male
Dharapuram,101,L. Kannan,Independent,74,Male
Dharapuram,101,V. Kavitha,Independent,33,Female
Dharapuram,101,P. Balaji,Independent,55,Male
Dharapuram,101,B. Prakash,Independent,70,Male
Dharapuram,101,C. Moorthy,Independent,40,Male
Dharapuram,101,B. Kamal,Independent,31,Male
Dharapuram,101,N. Dhanush,Independent,30,Male
Dharapuram,101,J. Ramesh,Independent,63,Male
Dharapuram,101,M. Ramesh,Independent,27,Male
Dharapuram,101,M. Ganesan,Independent,54,Male
Dharapuram,101,P. Raja,Independent,72,Male
Dharapuram,101,T. Karuppu,Independent,58,Male
Dharapuram,101,E. Natarajan,Independent,46,Male
Dharapuram,101,R. Palani,Independent,53,Male
Kangayam,102,B. Suganya,DMK,68,Female
Kangayam,102,E. Kannan,AIADMK,37,Male
Kangayam,102,E. Sekar,NTK,35,Male
Kangayam,102,R. Sekar,PMK,40,Male
Kangayam,102,E. Murugan,Independent,55,Male
Kangayam,102,P. Selvam,Independent,73,Male
Kangayam,102,A. Senthil,Independent,31,Male
Kangayam,102,S. Suresh,Independent,33,Male
Kangayam,102,D. Arun,Independent,30,Male
Kangayam,102,B. Senthil,Independent,25,Male
Kangayam,102,E. Deepa,Independent,38,Female
Kangayam,102,M. Palani,Independent,27,Male
Kangayam,102,R. Raja,Independent,58,Male
Kangayam,102,N. Chandran,Independent,31,Male
Kangayam,102,E. Arun,Independent,30,Male
Kangayam,102,D. Selvam,Independent,27,Male
Aravakurichi,103,K. Suganya,DMK,59,Female
Aravakurichi,103,V. Moorthy,AIADMK,57,Male
Aravakurichi,103,B. Surya,NTK,70,Male
Aravakurichi,103,S. Surya,INC,38,Male
Aravakurichi,103,T. Balaji,Independent,31,Male
Aravakurichi,103,J. Vijay,Independent,72,Male
Aravakurichi,103,V. Mani,Independent,36,Male
Aravakurichi,103,L. Ramesh,Independent,55,Male
Aravakurichi,103,P. Revathi,Independent,38,Female
Aravakurichi,103,E. Suresh,Independent,55,Male
Aravakurichi,103,A. Vikram,Independent,74,Male
Aravakurichi,103,M. Rajini,Independent,67,Male
Aravakurichi,103,J. Malathi,Independent,62,Female
Aravakurichi,103,S. Natarajan,Independent,43,Male
Aravakurichi,103,J. Rajini,Independent,51,Male
Aravakurichi,103,P. Sivakarthikeyan,Independent,62,Male
Karur,104,T. Chandran,DMK,64,Male
Karur,104,R. Kalpana,AIADMK,32,Female
Karur,104,T. Vasanthi,NTK,60,Female
Karur,104,L. Mani,VCK,47,Male
Karur,104,C. Dhanush,Independent,55,Male
Karur,104,S. Ajith,Independent,32,Male
Karur,104,G. Moorthy,Independent,55,Male
Karur,104,L. Suresh,Independent,48,Male
Karur,104,J. Ganesan,Independent,25,Male
Karur,104,C. Malathi,Independent,53,Female
Karur,104,C. Muthu,Independent,73,Male
Karur,104,R. Renuka,Independent,57,Female
Krishnarayapuram,105,B. Senthil,DMK,63,Male
Krishnarayapuram,105,E. Natarajan,AIADMK,54,Male
Krishnarayapuram,105,V. Ganesan,NTK,48,Male
Krishnarayapuram,105,V. Ramesh,BJP,51,Male
Krishnarayapuram,105,V. Sudha,PMK,56,Female
Krishnarayapuram,105,T. Kannan,Independent,27,Male
Krishnarayapuram,105,E. Indira,Independent,55,Female
Krishnarayapuram,105,T. Sivakarthikeyan,Independent,25,Male
Krishnarayapuram,105,P. Balaji,Independent,65,Male
Krishnarayapuram,105,P. Vikram,Independent,33,Male
Krishnarayapuram,105,P. Natarajan,Independent,74,Male
Krishnarayapuram,105,L. Palani,Independent,74,Male
Krishnarayapuram,105,J. Rajini,Independent,39,Male
Krishnarayapuram,105,M. Balaji,Independent,28,Male
Krishnarayapuram,105,G. Sekar,Independent,26,Male
Krishnarayapuram,105,B. Sivakarthikeyan,Independent,32,Male
Krishnarayapuram,105,K. Kavitha,Independent,66,Female
Krishnarayapuram,105,T. Sekar,Independent,72,Male
Krishnarayapuram,105,T. Palani,Independent,75,Male
Kulithalai,106,E. Gayathri,DMK,42,Female
Kulithalai,106,B. Ashok,AIADMK,40,Male
Kulithalai,106,G. Arun,NTK,69,Male
Kulithalai,106,R. Selvam,Independent,45,Male
Kulithalai,106,B. Sekar,Independent,44,Male
Kulithalai,106,R. Ramesh,Independent,30,Male
Kulithalai,106,J. Dhanush,Independent,64,Male
Kulithalai,106,D. Vijay,Independent,68,Male
Kulithalai,106,J. Perumal,Independent,56,Male
Kulithalai,106,J. Arun,Independent,52,Male
Kulithalai,106,P. Karuppu,Independent,37,Male
Kulithalai,106,E. Suresh,Independent,43,Male
Kulithalai,106,D. Ashok,Independent,26,Male
Kulithalai,106,M. Senthil,Independent,67,Male
Kulithalai,106,J. Sekar,Independent,40,Male
Kulithalai,106,T. Murugan,Independent,52,Male
Kulithalai,106,N. Ganesan,Independent,30,Male
Manapaarai,107,R. Mani,DMK,59,Male
Manapaarai,107,K. Prakash,AIADMK,42,Male
Manapaarai,107,E. Velu,NTK,31,Male
Manapaarai,107,M. Malathi,Independent,64,Female
Manapaarai,107,E. Prakash,Independent,48,Male
Manapaarai,107,R. Ramesh,Independent,40,Male
Manapaarai,107,M. Palani,Independent,41,Male
Manapaarai,107,A. Ajith,Independent,64,Male
Manapaarai,107,R. Kannan,Independent,50,Male
Manapaarai,107,N. Selvam,Independent,45,Male
Manapaarai,107,J. Suresh,Independent,70,Male
Manapaarai,107,J. Meena,Independent,54,Female
Manapaarai,107,S. Ganesan,Independent,58,Male
Manapaarai,107,P. Velu,Independent,73,Male
Manapaarai,107,P. Muthu,Independent,57,Male
Manapaarai,107,V. Moorthy,Independent,67,Male
Manapaarai,107,J. Soundarya,Independent,42,Female
Manapaarai,107,N. Rajendran,Independent,39,Male
Manapaarai,107,B. Raja,Independent,42,Male
Manapaarai,107,G. Selvam,Independent,68,Male
Srirangam,108,D. Perumal,DMK,34,Male
Srirangam,108,C. Soundarya,AIADMK,65,Female
Srirangam,108,V. Shanthi,NTK,63,Female
Srirangam,108,N. Arun,BJP,38,Male
Srirangam,108,G. Rajini,PMK,73,Male
Srirangam,108,M. Velu,Independent,48,Male
Srirangam,108,T. Mani,Independent,48,Male
Srirangam,108,C. Senthil,Independent,46,Male
Srirangam,108,A. Surya,Independent,67,Male
Srirangam,108,E. Chandran,Independent,29,Male
Srirangam,108,A. Sekar,Independent,47,Male
Srirangam,108,A. Dhanush,Independent,32,Male
Srirangam,108,B. Sivakarthikeyan,Independent,72,Male
Srirangam,108,C. Mani,Independent,42,Male
Srirangam,108,P. Sekar,Independent,39,Male
Srirangam,108,K. Suresh,Independent,49,Male
Srirangam,108,M. Sekar,Independent,72,Male
Srirangam,108,P. Raja,Independent,53,Male
Srirangam,108,G. Selvam,Independent,58,Male
Tiruchirappalli (West),109,M. Ramesh,DMK,42,Male
Tiruchirappalli (West),109,E. Vasanthi,AIADMK,66,Female
Tiruchirappalli (West),109,S. Vijay,NTK,63,Male
Tiruchirappalli (West),109,T. Murugan,BJP,63,Male
Tiruchirappalli (West),109,J. Palani,INC,35,Male
Tiruchirappalli (West),109,L. Ashok,Independent,68,Male
Tiruchirappalli (West),109,R. Sekar,Independent,45,Male
Tiruchirappalli (West),109,S. Suresh,Independent,30,Male
Tiruchirappalli (West),109,C. Selvam,Independent,32,Male
Tiruchirappalli (West),109,B. Raja,Independent,35,Male
Tiruchirappalli (West),109,B. Ramesh,Independent,67,Male
Tiruchirappalli (West),109,K. Moorthy,Independent,45,Male
Tiruchirappalli (West),109,D. Selvam,Independent,74,Male
Tiruchirappalli (West),109,T. Meena,Independent,28,Female
Tiruchirappalli (West),109,G. Surya,Independent,39,Male
Tiruchirappalli (West),109,V. Velu,Independent,31,Male
Tiruchirappalli (West),109,R. Ajith,Independent,50,Male
Tiruchirappalli (East),110,D. Prakash,DMK,66,Male
Tiruchirappalli (East),110,T. Ashok,AIADMK,31,Male
Tiruchirappalli (East),110,V. Suresh,NTK,51,Male
Tiruchirappalli (East),110,G. Balaji,INC,51,Male
Tiruchirappalli (East),110,P. Karuppu,Independent,31,Male
Tiruchirappalli (East),110,P. Geetha,Independent,47,Female
Tiruchirappalli (East),110,S. Rajendran,Independent,57,Male
Tiruchirappalli (East),110,M. Suresh,Independent,73,Male
Tiruchirappalli (East),110,E. Moorthy,Independent,29,Male
Tiruchirappalli (East),110,A. Muthu,Independent,44,Male
Tiruchirappalli (East),110,A. Arun,Independent,65,Male
Tiruchirappalli (East),110,D. Senthil,Independent,40,Male
Tiruchirappalli (East),110,N. Sekar,Independent,56,Male
Tiruchirappalli (East),110,L. Sivakarthikeyan,Independent,56,Male
Tiruchirappalli (East),110,G. Palani,Independent,44,Male
Tiruchirappalli (East),110,T. Chandran,Independent,66,Male
Tiruchirappalli (East),110,J. Raja,Independent,32,Male
Tiruchirappalli (East),110,L. Surya,Independent,63,Male
Tiruchirappalli (East),110,T. Karuppu,Independent,29,Male
Tiruchirappalli (East),110,V. Sivakarthikeyan,Independent,65,Male
Tiruchirappalli (East),110,C. Murugan,Independent,74,Male
Tiruchirappalli (East),110,T. Rajendran,Independent,69,Male
Thiruverumbur,111,R. Raja,DMK,35,Male
Thiruverumbur,111,R. Ramesh,AIADMK,74,Male
Thiruverumbur,111,N. Selvam,NTK,61,Male
Thiruverumbur,111,D. Sekar,BJP,63,Male
Thiruverumbur,111,E. Palani,PMK,53,Male
Thiruverumbur,111,B. Raja,Independent,50,Male
Thiruverumbur,111,S. Velu,Independent,51,Male
Thiruverumbur,111,B. Sivakarthikeyan,Independent,43,Male
Thiruverumbur,111,M. Selvam,Independent,67,Male
Thiruverumbur,111,L. Karthik,Independent,69,Male
Thiruverumbur,111,J. Ajith,Independent,40,Male
Thiruverumbur,111,E. Moorthy,Independent,50,Male
Thiruverumbur,111,N. Murugan,Independent,43,Male
Thiruverumbur,111,R. Chandran,Independent,29,Male
Thiruverumbur,111,M. Prakash,Independent,32,Male
Thiruverumbur,111,D. Vijay,Independent,25,Male
Thiruverumbur,111,S. Dhanush,Independent,38,Male
Thiruverumbur,111,E. Dhanush,Independent,32,Male
Thiruverumbur,111,J. Natarajan,Independent,54,Male
Thiruverumbur,111,E. Vikram,Independent,68,Male
Thiruverumbur,111,C. Kannan,Independent,56,Male
Lalgudi,112,S. Prakash,DMK,45,Male
Lalgudi,112,K. Ashok,AIADMK,58,Male
Lalgudi,112,S. Sivakarthikeyan,NTK,51,Male
Lalgudi,112,D. Arun,INC,74,Male
Lalgudi,112,T. Palani,Independent,57,Male
Lalgudi,112,G. Suresh,Independent,67,Male
Lalgudi,112,D. Selvam,Independent,49,Male
Lalgudi,112,K. Perumal,Independent,61,Male
Lalgudi,112,B. Selvam,Independent,72,Male
Lalgudi,112,M. Vikram,Independent,35,Male
Lalgudi,112,B. Prakash,Independent,64,Male
Lalgudi,112,C. Rajendran,Independent,46,Male
Lalgudi,112,J. Raja,Independent,40,Male
Lalgudi,112,J. Selvam,Independent,54,Male
Lalgudi,112,J. Suresh,Independent,27,Male
Manachanallur,113,T. Meena,DMK,36,Female
Manachanallur,113,C. Rajendran,AIADMK,38,Male
Manachanallur,113,S. Vikram,NTK,67,Male
Manachanallur,113,N. Mani,BJP,28,Male
Manachanallur,113,V. Moorthy,Independent,36,Male
Manachanallur,113,C. Arun,Independent,65,Male
Manachanallur,113,K. Balaji,Independent,43,Male
Manachanallur,113,G. Devi,Independent,70,Female
Manachanallur,113,K. Moorthy,Independent,73,Male
Manachanallur,113,L. Revathi,Independent,46,Female
Manachanallur,113,L. Mani,Independent,43,Male
Manachanallur,113,T. Moorthy,Independent,63,Male
Manachanallur,113,T. Suresh,Independent,64,Male
Manachanallur,113,B. Karuppu,Independent,63,Male
Musiri,114,K. Senthil,DMK,39,Male
Musiri,114,L. Priya,AIADMK,46,Female
Musiri,114,D. Dhanush,NTK,65,Male
Musiri,114,L. Palani,BJP,57,Male
Musiri,114,L. Balaji,Independent,56,Male
Musiri,114,D. Anitha,Independent,60,Female
Musiri,114,S. Kannan,Independent,26,Male
Musiri,114,R. Senthil,Independent,44,Male
Musiri,114,T. Surya,Independent,25,Male
Musiri,114,V. Sekar,Independent,51,Male
Musiri,114,R. Balaji,Independent,27,Male
Musiri,114,E. Sekar,Independent,67,Male
Musiri,114,S. Chandran,Independent,38,Male
Musiri,114,B. Devi,Independent,75,Female
Musiri,114,M. Karuppu,Independent,75,Male
Thuraiyur,115,S. Soundarya,DMK,65,Female
Thuraiyur,115,C. Rajendran,AIADMK,28,Male
Thuraiyur,115,S. Ajith,NTK,36,Male
Thuraiyur,115,J. Rajini,BJP,25,Male
Thuraiyur,115,L. Shanthi,INC,30,Female
Thuraiyur,115,G. Muthu,Independent,59,Male
Thuraiyur,115,A. Selvam,Independent,74,Male
Thuraiyur,115,J. Rajendran,Independent,26,Male
Thuraiyur,115,V. Selvam,Independent,63,Male
Thuraiyur,115,L. Rajini,Independent,62,Male
Thuraiyur,115,P. Palani,Independent,30,Male
Thuraiyur,115,A. Sekar,Independent,43,Male
Thuraiyur,115,P. Suresh,Independent,75,Male
Thuraiyur,115,T. Prakash,Independent,59,Male
Thuraiyur,115,C. Palani,Independent,30,Male
Thuraiyur,115,B. Selvam,Independent,74,Male
Thuraiyur,115,T. Moorthy,Independent,30,Male
Perambalur,116,V. Karthik,DMK,25,Male
Perambalur,116,K. Palani,AIADMK,37,Male
Perambalur,116,S. Karuppu,NTK,37,Male
Perambalur,116,E. Arun,BJP,25,Male
Perambalur,116,A. Murugan,Independent,57,Male
Perambalur,116,C. Velu,Independent,68,Male
Perambalur,116,A. Mani,Independent,46,Male
Perambalur,116,D. Velu,Independent,27,Male
Perambalur,116,D. Sekar,Independent,42,Male
Perambalur,116,J. Chandran,Independent,42,Male
Perambalur,116,T. Rajendran,Independent,50,Male
Perambalur,116,V. Indira,Independent,49,Female
Kunnam,117,A. Surya,DMK,61,Male
Kunnam,117,E. Ashok,AIADMK,50,Male
Kunnam,117,A. Kannan,NTK,38,Male
Kunnam,117,A. Gayathri,INC,25,Female
Kunnam,117,R. Muthu,Independent,36,Male
Kunnam,117,B. Selvam,Independent,48,Male
Kunnam,117,E. Mani,Independent,71,Male
Kunnam,117,K. Kamal,Independent,52,Male
Kunnam,117,D. Selvam,Independent,25,Male
Kunnam,117,D. Anitha,Independent,54,Female
Kunnam,117,L. Murugan,Independent,54,Male
Kunnam,117,L. Perumal,Independent,57,Male
Kunnam,117,D. Senthil,Independent,67,Male
Kunnam,117,M. Ajith,Independent,60,Male
Kunnam,117,S. Kannan,Independent,64,Male
Kunnam,117,C. Prakash,Independent,64,Male
Ariyalur,118,N. Gayathri,DMK,61,Female
Ariyalur,118,V. Palani,AIADMK,42,Male
Ariyalur,118,E. Revathi,NTK,61,Female
Ariyalur,118,G. Senthil,BJP,30,Male
Ariyalur,118,D. Vikram,INC,54,Male
Ariyalur,118,B. Chandran,PMK,51,Male
Ariyalur,118,E. Ashok,Independent,68,Male
Ariyalur,118,B. Ramesh,Independent,32,Male
Ariyalur,118,M. Raja,Independent,60,Male
Ariyalur,118,D. Sivakarthikeyan,Independent,60,Male
Ariyalur,118,R. Ramesh,Independent,55,Male
Ariyalur,118,L. Ashok,Independent,27,Male
Jayankondam,119,E. Vikram,DMK,33,Male
Jayankondam,119,L. Meena,AIADMK,36,Female
Jayankondam,119,G. Raja,NTK,51,Male
Jayankondam,119,T. Selvam,INC,47,Male
Jayankondam,119,V. Senthil,Independent,58,Male
Jayankondam,119,K. Rajendran,Independent,66,Male
Jayankondam,119,R. Vijay,Independent,60,Male
Jayankondam,119,G. Velu,Independent,75,Male
Jayankondam,119,N. Balaji,Independent,29,Male
Jayankondam,119,R. Shanthi,Independent,57,Female
Jayankondam,119,T. Karuppu,Independent,66,Male
Jayankondam,119,S. Karuppu,Independent,33,Male
Jayankondam,119,B. Rajini,Independent,56,Male
Jayankondam,119,N. Prakash,Independent,32,Male
Jayankondam,119,R. Ganesan,Independent,57,Male
Jayankondam,119,G. Ganesan,Independent,40,Male
Jayankondam,119,T. Selvam,Independent,54,Male
Tittakudi,120,V. Moorthy,DMK,53,Male
Tittakudi,120,J. Karuppu,AIADMK,50,Male
Tittakudi,120,T. Karthik,NTK,66,Male
Tittakudi,120,V. Muthu,BJP,60,Male
Tittakudi,120,K. Palani,INC,58,Male
Tittakudi,120,B. Surya,PMK,65,Male
Tittakudi,120,N. Karthik,Independent,71,Male
Tittakudi,120,G. Ashok,Independent,49,Male
Tittakudi,120,P. Perumal,Independent,29,Male
Tittakudi,120,K. Kannan,Independent,45,Male
Tittakudi,120,B. Senthil,Independent,72,Male
Tittakudi,120,M. Raja,Independent,68,Male
Tittakudi,120,A. Sivakarthikeyan,Independent,26,Male
Vriddhachalam,121,G. Prakash,DMK,64,Male
Vriddhachalam,121,E. Dhanush,AIADMK,62,Male
Vriddhachalam,121,B. Ramesh,NTK,36,Male
Vriddhachalam,121,S. Vijay,INC,30,Male
Vriddhachalam,121,P. Vikram,Independent,40,Male
Vriddhachalam,121,T. Ramesh,Independent,46,Male
Vriddhachalam,121,S. Vikram,Independent,37,Male
Vriddhachalam,121,V. Mani,Independent,34,Male
Vriddhachalam,121,B. Dhanush,Independent,64,Male
Vriddhachalam,121,R. Suresh,Independent,72,Male
Vriddhachalam,121,M. Ramesh,Independent,35,Male
Vriddhachalam,121,L. Karthik,Independent,29,Male
Vriddhachalam,121,V. Meena,Independent,50,Female
Neyveli,122,P. Chandran,DMK,36,Male
Neyveli,122,G. Karuppu,AIADMK,67,Male
Neyveli,122,K. Revathi,NTK,28,Female
Neyveli,122,V. Rajendran,BJP,40,Male
Neyveli,122,E. Prakash,INC,25,Male
Neyveli,122,D. Selvam,Independent,35,Male
Neyveli,122,P. Sudha,Independent,51,Female
Neyveli,122,J. Indira,Independent,49,Female
Neyveli,122,J. Velu,Independent,29,Male
Neyveli,122,J. Vikram,Independent,37,Male
Neyveli,122,K. Rajendran,Independent,68,Male
Neyveli,122,G. Kannan,Independent,52,Male
Neyveli,122,D. Raja,Independent,48,Male
Neyveli,122,P. Muthu,Independent,25,Male
Neyveli,122,R. Karthik,Independent,75,Male
Neyveli,122,S. Ajith,Independent,35,Male
Neyveli,122,R. Karuppu,Independent,50,Male
Neyveli,122,A. Suresh,Independent,47,Male
Panruti,123,N. Vijay,DMK,71,Male
Panruti,123,G. Kamal,AIADMK,74,Male
Panruti,123,S. Arun,NTK,56,Male
Panruti,123,P. Ashok,Independent,70,Male
Panruti,123,R. Ajith,Independent,42,Male
Panruti,123,V. Perumal,Independent,48,Male
Panruti,123,N. Kamal,Independent,32,Male
Panruti,123,D. Prakash,Independent,44,Male
Panruti,123,C. Moorthy,Independent,43,Male
Panruti,123,K. Senthil,Independent,29,Male
Panruti,123,R. Senthil,Independent,48,Male
Panruti,123,B. Natarajan,Independent,44,Male
Panruti,123,D. Moorthy,Independent,67,Male
Panruti,123,G. Mani,Independent,75,Male
Panruti,123,A. Suresh,Independent,36,Male
Panruti,123,R. Meena,Independent,29,Female
Panruti,123,D. Suresh,Independent,37,Male
Cuddalore,124,P. Muthu,DMK,43,Male
Cuddalore,124,C. Sekar,AIADMK,31,Male
Cuddalore,124,K. Selvam,NTK,29,Male
Cuddalore,124,R. Vijay,INC,32,Male
Cuddalore,124,A. Kannan,VCK,60,Male
Cuddalore,124,E. Ajith,Independent,42,Male
Cuddalore,124,L. Dhanush,Independent,38,Male
Cuddalore,124,A. Karthik,Independent,38,Male
Cuddalore,124,G. Kamal,Independent,32,Male
Cuddalore,124,P. Vasanthi,Independent,71,Female
Cuddalore,124,J. Vikram,Independent,62,Male
Cuddalore,124,G. Karthik,Independent,39,Male
Kurinjipadi,125,T. Ashok,DMK,45,Male
Kurinjipadi,125,T. Karthik,AIADMK,73,Male
Kurinjipadi,125,V. Meena,NTK,32,Female
Kurinjipadi,125,M. Ajith,Independent,61,Male
Kurinjipadi,125,V. Renuka,Independent,75,Female
Kurinjipadi,125,T. Senthil,Independent,53,Male
Kurinjipadi,125,C. Dhanush,Independent,27,Male
Kurinjipadi,125,T. Ramesh,Independent,54,Male
Kurinjipadi,125,L. Muthu,Independent,25,Male
Kurinjipadi,125,P. Devi,Independent,73,Female
Kurinjipadi,125,L. Geetha,Independent,29,Female
Kurinjipadi,125,J. Vikram,Independent,52,Male
Kurinjipadi,125,D. Devi,Independent,55,Female
Kurinjipadi,125,C. Vikram,Independent,30,Male
Kurinjipadi,125,T. Arun,Independent,59,Male
Kurinjipadi,125,J. Lakshmi,Independent,70,Female
Bhuvanagiri,126,N. Anitha,DMK,42,Female
Bhuvanagiri,126,G. Kalpana,AIADMK,27,Female
Bhuvanagiri,126,T. Devi,NTK,61,Female
Bhuvanagiri,126,N. Palani,INC,60,Male
Bhuvanagiri,126,T. Sekar,VCK,33,Male
Bhuvanagiri,126,T. Arun,Independent,39,Male
Bhuvanagiri,126,G. Suresh,Independent,46,Male
Bhuvanagiri,126,K. Moorthy,Independent,31,Male
Bhuvanagiri,126,B. Selvam,Independent,66,Male
Bhuvanagiri,126,G. Murugan,Independent,61,Male
Bhuvanagiri,126,A. Priya,Independent,69,Female
Bhuvanagiri,126,J. Ajith,Independent,53,Male
Bhuvanagiri,126,R. Surya,Independent,40,Male
Bhuvanagiri,126,N. Kamal,Independent,36,Male
Bhuvanagiri,126,V. Ashok,Independent,28,Male
Bhuvanagiri,126,L. Chandran,Independent,58,Male
Chidambaram,127,M. Ganesan,DMK,35,Male
Chidambaram,127,A. Surya,AIADMK,28,Male
Chidambaram,127,N. Rajini,NTK,46,Male
Chidambaram,127,A. Shanthi,BJP,40,Female
Chidambaram,127,P. Arun,Independent,53,Male
Chidambaram,127,R. Ashok,Independent,66,Male
Chidambaram,127,D. Renuka,Independent,38,Female
Chidambaram,127,J. Senthil,Independent,63,Male
Chidambaram,127,V. Palani,Independent,58,Male
Chidambaram,127,T. Arun,Independent,34,Male
Chidambaram,127,S. Balaji,Independent,35,Male
Chidambaram,127,S. Perumal,Independent,40,Male
Chidambaram,127,E. Ramesh,Independent,36,Male
Chidambaram,127,E. Suresh,Independent,58,Male
Chidambaram,127,B. Surya,Independent,70,Male
Chidambaram,127,L. Natarajan,Independent,62,Male
Chidambaram,127,P. Rajini,Independent,59,Male
Chidambaram,127,R. Mani,Independent,57,Male
Kattumannarkoil,128,G. Geetha,DMK,60,Female
Kattumannarkoil,128,P. Karuppu,AIADMK,63,Male
Kattumannarkoil,128,M. Suresh,NTK,61,Male
Kattumannarkoil,128,G. Murugan,BJP,57,Male
Kattumannarkoil,128,P. Ajith,INC,34,Male
Kattumannarkoil,128,S. Rajendran,VCK,45,Male
Kattumannarkoil,128,N. Vijay,Independent,41,Male
Kattumannarkoil,128,D. Balaji,Independent,68,Male
Kattumannarkoil,128,E. Arun,Independent,58,Male
Kattumannarkoil,128,K. Suresh,Independent,65,Male
Kattumannarkoil,128,L. Balaji,Independent,69,Male
Kattumannarkoil,128,C. Prakash,Independent,26,Male
Kattumannarkoil,128,A. Gayathri,Independent,53,Female
Kattumannarkoil,128,L. Murugan,Independent,35,Male
Kattumannarkoil,128,D. Kamal,Independent,46,Male
